OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount,Status,PaymentMethod,ShippingCity
ORD_000818,CUST_0044,PROD_0035,10/28/2024,3,5098.73,15296.19,Cancelled,Debit Card,
ORD_000819,CUST_0386,PROD_0068,12/4/2024,2,1599.95,3199.9,shipped,Credit Card,Pallavaram
ORD_000820,CUST_0460,PROD_0059,8/15/2024,4,9187.4,36749.6,delivered,Net Banking,Mira-Bhayandar
ORD_000821,CUST_0265,PROD_0009,2024-12-22,1,7203.49,7203.49,cancelled,Debit Card,Gudivada
ORD_000822,CUST_0202,PROD_0098,2024-12-10,2,4396.32,8792.64,Delivered,COD,Bhimavaram
ORD_000823,CUST_0215,PROD_0052,7/16/2024,5,9728.35,48641.75,cancelled,Debit Card,Ramagundam
ORD_000824,CUST_0313,PROD_0019,2/4/2024,3,9011.06,27033.18,pending,,Ghaziabad
ORD_000825,CUST_0317,PROD_0084,5/15/2024,5,6280.16,31400.8,cancelled,,Coimbatore
ORD_000826,CUST_0044,PROD_0005,6/9/2024,2,8820.65,17641.3,Cancelled,,
ORD_000827,CUST_0277,PROD_0037,2024-03-19,2,5251.65,10503.3,DELIVERED,COD,
ORD_000828,CUST_0388,PROD_0082,2024-08-27,3,5260.23,15780.69,delivered,UPI,
ORD_000829,CUST_0427,PROD_0100,4/14/2024,5,2660.03,13300.15,Cancelled,COD,Kharagpur
ORD_000830,CUST_0133,PROD_0081,11/6/2024,1,8430.68,8430.68,DELIVERED,UPI,
ORD_000831,CUST_0294,PROD_0095,2024-05-24,1,4541.5,4541.5,pending,Debit Card,Salem
ORD_000832,CUST_0458,PROD_0081,2024-05-15,5,5698.41,28492.05,cancelled,Debit Card,Dhule
ORD_000833,CUST_0366,PROD_0049,2024-10-05,5,6756.09,33780.45,DELIVERED,Debit Card,
ORD_000834,CUST_0399,PROD_0047,10/10/2024,5,2005.3,10026.5,DELIVERED,Credit Card,
ORD_000835,CUST_0042,PROD_0012,2024-10-31,4,8300.53,33202.12,Cancelled,Credit Card,Mahbubnagar
ORD_000836,CUST_0190,PROD_0087,11/22/2024,2,4516.02,9032.04,PENDING,COD,Tenali
ORD_000837,CUST_0326,PROD_0055,1/9/2024,3,5883.61,17650.83,pending,,Howrah
ORD_000838,CUST_0066,PROD_0063,7/6/2024,2,1528.03,3056.06,Delivered,,
ORD_000839,CUST_0109,PROD_0059,9/3/2024,5,1267.78,6338.9,delivered,,Ghaziabad
ORD_000840,CUST_0488,PROD_0016,1/3/2024,5,3755.39,18776.95,DELIVERED,UPI,Sangli-Miraj & Kupwad
ORD_000841,CUST_0268,PROD_0020,2024-12-27,5,2965.95,14829.75,cancelled,Debit Card,Barasat
ORD_000842,CUST_0015,PROD_0019,2024-10-14,3,3009.41,9028.23,Cancelled,UPI,Agra
ORD_000843,CUST_0420,PROD_0095,7/31/2024,3,2233.26,6699.78,delivered,UPI,
ORD_000844,CUST_0023,PROD_0054,12/8/2024,3,767.89,2303.67,SHIPPED,COD,Bhagalpur
ORD_000845,CUST_0244,PROD_0093,2024-10-24,3,7834.36,23503.08,Delivered,COD,
ORD_000846,CUST_0342,PROD_0058,2024-06-19,4,7639.62,30558.48,cancelled,UPI,
ORD_000847,CUST_0120,PROD_0051,8/4/2024,5,4154.32,20771.6,PENDING,UPI,
ORD_000848,CUST_0331,PROD_0012,2024-08-06,4,7384.54,29538.16,delivered,COD,
ORD_000849,CUST_0064,PROD_0083,2024-02-03,3,5653.34,16960.02,shipped,COD,
ORD_000850,CUST_0491,PROD_0073,2024-01-30,5,7599.39,37996.95,pending,COD,Salem
ORD_000851,CUST_0273,PROD_0024,2024-03-22,1,6615.72,6615.72,SHIPPED,Credit Card,Agartala
ORD_000852,CUST_0414,PROD_0069,8/21/2024,5,4496.87,22484.35,Cancelled,COD,Ambarnath
ORD_000853,CUST_0012,PROD_0044,8/20/2024,4,8632.55,34530.2,Delivered,Net Banking,Khandwa
ORD_000854,CUST_0132,PROD_0012,2024-12-12,5,3241.09,16205.45,DELIVERED,COD,Baranagar
ORD_000855,CUST_0131,PROD_0099,2024-12-07,3,1524.94,4574.82,Delivered,Debit Card,Ongole
ORD_000856,CUST_0493,PROD_0042,2024-02-08,2,682.25,1364.5,delivered,,Berhampore
ORD_000857,CUST_0164,PROD_0019,12/29/2024,3,3959.4,11878.2,cancelled,Debit Card,Chinsurah
ORD_000858,CUST_0123,PROD_0097,2024-08-21,1,612.59,612.59,pending,COD,
ORD_000859,CUST_0138,PROD_0008,5/23/2024,4,9497.63,37990.52,pending,COD,Hosur
ORD_000860,CUST_0209,PROD_0082,2024-06-21,1,4892.3,4892.3,delivered,Debit Card,
ORD_000861,CUST_0127,PROD_0098,2024-03-07,5,6782.46,33912.3,SHIPPED,COD,Anantapuram
ORD_000862,CUST_0326,PROD_0065,2024-07-26,4,929.69,3718.76,Delivered,Debit Card,
ORD_000863,CUST_0276,PROD_0055,12/19/2024,2,7841.03,15682.06,delivered,UPI,Ichalkaranji
ORD_000864,CUST_0498,PROD_0022,2024-05-21,5,2962.57,14812.85,delivered,Net Banking,Bhatpara
ORD_000865,CUST_0349,PROD_0049,1/1/2024,5,2582.8,12914.0,shipped,COD,
ORD_000866,CUST_0379,PROD_0069,2024-05-22,3,549.3,1647.9,SHIPPED,UPI,Agra
ORD_000867,CUST_0372,PROD_0072,9/19/2024,1,8320.93,8320.93,Cancelled,Credit Card,
ORD_000868,CUST_0163,PROD_0088,5/22/2024,5,9577.43,47887.15,SHIPPED,,Orai
ORD_000869,CUST_0165,PROD_0044,2024-09-06,3,2533.69,7601.07,pending,COD,Sirsa
ORD_000870,CUST_0069,PROD_0083,2024-03-08,1,9147.78,9147.78,pending,UPI,Asansol
ORD_000871,CUST_0459,PROD_0090,4/15/2024,2,4189.31,8378.62,Cancelled,COD,Thanjavur
ORD_000872,CUST_0457,PROD_0086,1/17/2024,1,5431.63,5431.63,DELIVERED,Debit Card,Berhampur
ORD_000873,CUST_0091,PROD_0099,2024-06-13,5,3642.86,18214.3,DELIVERED,Net Banking,Phusro
ORD_000874,CUST_0114,PROD_0096,2024-07-03,2,4500.32,9000.64,SHIPPED,,
ORD_000875,CUST_0418,PROD_0079,10/21/2024,3,1994.97,5984.91,shipped,Credit Card,Jhansi
ORD_000876,CUST_0253,PROD_0091,2024-01-03,3,463.28,1389.84,delivered,Credit Card,
ORD_000877,CUST_0143,PROD_0073,5/15/2024,4,1197.37,4789.48,Delivered,COD,Bijapur
ORD_000878,CUST_0309,PROD_0073,2024-02-14,5,6753.54,33767.7,DELIVERED,COD,Indore
ORD_000879,CUST_0478,PROD_0073,2024-05-08,1,1360.57,1360.57,PENDING,,Surendranagar Dudhrej
ORD_000880,CUST_0012,PROD_0089,2/10/2024,2,8490.91,16981.82,PENDING,Net Banking,Bhilai
ORD_000881,CUST_0483,PROD_0084,2024-05-13,4,6444.57,25778.28,cancelled,Net Banking,Jaipur
ORD_000882,CUST_0266,PROD_0060,8/26/2024,3,1304.01,3912.03,cancelled,COD,Mahbubnagar
ORD_000883,CUST_0471,PROD_0054,6/4/2024,2,563.95,1127.9,cancelled,UPI,Saharanpur
ORD_000884,CUST_0451,PROD_0074,2024-02-10,2,3412.59,6825.18,shipped,,Gwalior
ORD_000885,CUST_0101,PROD_0022,10/16/2024,1,9177.25,9177.25,SHIPPED,UPI,
ORD_000886,CUST_0222,PROD_0004,7/31/2024,1,374.94,374.94,SHIPPED,Credit Card,Rajahmundry
ORD_000887,CUST_0175,PROD_0007,12/18/2024,4,2458.76,9835.04,PENDING,Credit Card,Bellary
ORD_000888,CUST_0392,PROD_0013,6/5/2024,5,6232.71,31163.55,DELIVERED,UPI,Sri Ganganagar
ORD_000889,CUST_0456,PROD_0089,2024-07-02,1,3835.21,3835.21,Delivered,UPI,Chennai
ORD_000890,CUST_0321,PROD_0056,2024-05-12,1,3083.56,3083.56,DELIVERED,,Amravati
ORD_000891,CUST_0436,PROD_0049,11/4/2024,5,615.81,3079.05,DELIVERED,COD,Ujjain
ORD_000892,CUST_0404,PROD_0085,2024-06-20,2,8658.37,17316.74,pending,Net Banking,Bhilai
ORD_000893,CUST_0318,PROD_0013,1/2/2024,4,8810.39,35241.56,delivered,Net Banking,
ORD_000894,CUST_0056,PROD_0014,2024-04-18,3,5918.35,17755.05,DELIVERED,COD,Panihati
ORD_000895,CUST_0261,PROD_0033,8/3/2024,5,1346.22,6731.1,Cancelled,Net Banking,
ORD_000896,CUST_0125,PROD_0018,2024-07-31,5,4500.78,22503.9,delivered,Credit Card,Dhanbad
ORD_000897,CUST_0492,PROD_0084,11/29/2024,5,4413.9,22069.5,SHIPPED,COD,
ORD_000898,CUST_0159,PROD_0078,10/13/2024,2,1558.35,3116.7,SHIPPED,Debit Card,Panipat
ORD_000899,CUST_0348,PROD_0019,2024-12-16,5,5904.76,29523.8,shipped,COD,
ORD_000900,CUST_0101,PROD_0026,2024-09-15,1,4277.41,4277.41,DELIVERED,Debit Card,Aligarh
ORD_000901,CUST_0240,PROD_0077,7/11/2024,4,6977.34,27909.36,cancelled,COD,Rajpur Sonarpur
ORD_000902,CUST_0054,PROD_0059,2024-05-14,4,3352.33,13409.32,pending,Credit Card,Nagercoil
ORD_000903,CUST_0239,PROD_0080,2024-06-16,2,6961.88,13923.76,shipped,Net Banking,
ORD_000904,CUST_0193,PROD_0027,7/3/2024,3,8090.99,24272.97,Delivered,UPI,Ramagundam
ORD_000905,CUST_0016,PROD_0072,2024-04-11,1,828.94,828.94,Delivered,Debit Card,Bhiwani
ORD_000906,CUST_0468,PROD_0098,1/19/2024,2,6349.21,12698.42,delivered,UPI,Muzaffarpur
ORD_000907,CUST_0113,PROD_0034,2024-02-01,2,2911.6,5823.2,cancelled,COD,Faridabad
ORD_000908,CUST_0091,PROD_0034,2024-01-17,2,2039.28,4078.56,delivered,,Mehsana
ORD_000909,CUST_0454,PROD_0015,8/30/2024,4,6582.21,26328.84,shipped,Debit Card,Saharanpur
ORD_000910,CUST_0191,PROD_0085,2024-03-23,2,3758.44,7516.88,PENDING,COD,Dhule
ORD_000911,CUST_0452,PROD_0017,2024-05-26,1,1272.08,1272.08,shipped,COD,Amravati
ORD_000912,CUST_0220,PROD_0082,2024-05-24,3,3246.72,9740.16,delivered,COD,
ORD_000913,CUST_0151,PROD_0020,6/10/2024,2,8557.91,17115.82,shipped,UPI,
ORD_000914,CUST_0436,PROD_0066,1/26/2024,3,8740.23,26220.69,shipped,,Thiruvananthapuram
ORD_000915,CUST_0315,PROD_0009,2024-09-05,4,7929.87,31719.48,PENDING,Net Banking,
ORD_000916,CUST_0266,PROD_0060,2024-03-09,5,3804.23,19021.15,cancelled,,Morbi
ORD_000917,CUST_0367,PROD_0064,11/27/2024,5,6974.65,34873.25,SHIPPED,COD,Bhavnagar
ORD_000918,CUST_0107,PROD_0029,2024-10-31,5,6531.4,32657.0,pending,Credit Card,Ranchi
ORD_000919,CUST_0456,PROD_0049,2024-08-08,2,3128.39,6256.78,cancelled,Debit Card,
ORD_000920,CUST_0044,PROD_0038,1/6/2024,1,1428.87,1428.87,PENDING,Debit Card,Sambhal
ORD_000921,CUST_0263,PROD_0080,8/4/2024,5,506.31,2531.55,Cancelled,Net Banking,Bhilwara
ORD_000922,CUST_0412,PROD_0064,9/20/2024,4,4147.63,16590.52,SHIPPED,Net Banking,Nadiad
ORD_000923,CUST_0136,PROD_0083,2024-08-28,2,4471.72,8943.44,cancelled,UPI,Ozhukarai
ORD_000924,CUST_0330,PROD_0011,7/25/2024,5,5175.63,25878.15,shipped,UPI,Bahraich
ORD_000925,CUST_0280,PROD_0026,9/18/2024,1,3665.35,3665.35,shipped,,Jodhpur
ORD_000926,CUST_0418,PROD_0099,10/26/2024,3,3095.88,9287.64,shipped,,
ORD_000927,CUST_0386,PROD_0092,8/4/2024,2,9983.21,19966.42,delivered,Debit Card,Navi Mumbai
ORD_000928,CUST_0207,PROD_0052,2024-01-25,3,7851.97,23555.91,pending,,
ORD_000929,CUST_0117,PROD_0030,2024-12-06,2,8667.11,17334.22,pending,Credit Card,
ORD_000930,CUST_0388,PROD_0060,8/19/2024,5,7880.15,39400.75,cancelled,UPI,Shivpuri
ORD_000931,CUST_0483,PROD_0090,9/13/2024,2,4344.05,8688.1,shipped,Net Banking,Tirunelveli
ORD_000932,CUST_0072,PROD_0074,2024-04-25,5,397.03,1985.15,SHIPPED,,Rewa
ORD_000933,CUST_0428,PROD_0046,5/3/2024,4,8121.97,32487.88,shipped,Net Banking,Mumbai
ORD_000934,CUST_0354,PROD_0069,10/30/2024,4,7651.13,30604.52,cancelled,COD,Satara
ORD_000935,CUST_0473,PROD_0018,2024-04-03,5,7874.04,39370.2,cancelled,COD,
ORD_000936,CUST_0294,PROD_0051,8/14/2024,5,9145.15,45725.75,shipped,Net Banking,Shivpuri
ORD_000937,CUST_0244,PROD_0014,9/5/2024,5,3924.7,19623.5,pending,,Dhanbad
ORD_000938,CUST_0346,PROD_0071,2024-07-03,1,1796.09,1796.09,delivered,,
ORD_000939,CUST_0102,PROD_0009,12/14/2024,4,364.7,1458.8,SHIPPED,Credit Card,Maheshtala
ORD_000940,CUST_0036,PROD_0059,2024-09-20,3,6628.74,19886.22,cancelled,COD,Allahabad
ORD_000941,CUST_0466,PROD_0053,3/12/2024,2,3334.04,6668.08,Delivered,UPI,Hubli–Dharwad
ORD_000942,CUST_0381,PROD_0009,7/12/2024,5,4241.29,21206.45,shipped,Credit Card,Amroha
ORD_000943,CUST_0364,PROD_0086,9/22/2024,3,4377.79,13133.37,Delivered,COD,
ORD_000944,CUST_0258,PROD_0092,2/18/2024,3,5915.17,17745.51,SHIPPED,Credit Card,Thiruvananthapuram
ORD_000945,CUST_0423,PROD_0052,2024-07-13,2,4511.74,9023.48,PENDING,Debit Card,
ORD_000946,CUST_0295,PROD_0006,2024-02-28,4,4655.03,18620.12,SHIPPED,,Nizamabad
ORD_000947,CUST_0365,PROD_0039,12/1/2024,3,7032.13,21096.39,Delivered,Net Banking,Chandigarh
ORD_000948,CUST_0376,PROD_0056,12/25/2024,2,9008.65,18017.3,Cancelled,,Danapur
ORD_000949,CUST_0358,PROD_0006,2024-12-24,5,1044.79,5223.95,Delivered,Debit Card,
ORD_000950,CUST_0470,PROD_0009,2024-03-19,5,2988.71,14943.55,pending,Net Banking,
ORD_000951,CUST_0040,PROD_0097,2024-02-12,1,9952.63,9952.63,PENDING,Debit Card,Davanagere
ORD_000952,CUST_0107,PROD_0065,2024-05-05,4,1730.91,6923.64,pending,UPI,Jamshedpur
ORD_000953,CUST_0382,PROD_0052,2024-11-08,4,3872.44,15489.76,Cancelled,UPI,Kurnool
ORD_000954,CUST_0470,PROD_0018,12/11/2024,3,1234.36,3703.08,pending,Net Banking,Alwar
ORD_000955,CUST_0337,PROD_0032,1/1/2024,1,916.23,916.23,Delivered,Net Banking,Baranagar
ORD_000956,CUST_0010,PROD_0078,2024-09-27,2,1787.83,3575.66,Delivered,Debit Card,Jamshedpur
ORD_000957,CUST_0087,PROD_0010,2024-01-05,5,7439.32,37196.6,SHIPPED,Credit Card,Hapur
ORD_000958,CUST_0366,PROD_0005,2024-01-10,3,1860.61,5581.83,pending,,Karaikudi
ORD_000959,CUST_0367,PROD_0085,2024-02-19,5,6445.02,32225.1,Cancelled,,Ongole
ORD_000960,CUST_0003,PROD_0007,1/15/2024,4,617.91,2471.64,shipped,Credit Card,Shahjahanpur
ORD_000961,CUST_0009,PROD_0054,2024-12-09,2,2078.86,4157.72,delivered,Debit Card,Suryapet
ORD_000962,CUST_0452,PROD_0013,2024-05-15,1,2282.62,2282.62,Delivered,UPI,Ballia
ORD_000963,CUST_0168,PROD_0042,2024-01-08,5,1165.07,5825.35,shipped,COD,Allahabad
ORD_000964,CUST_0110,PROD_0014,3/8/2024,4,1294.96,5179.84,cancelled,Credit Card,Kottayam
ORD_000965,CUST_0007,PROD_0050,2024-09-26,4,6573.53,26294.12,pending,Credit Card,Ghaziabad
ORD_000966,CUST_0189,PROD_0006,2024-05-14,3,6533.46,19600.38,shipped,Net Banking,Vijayawada
ORD_000967,CUST_0053,PROD_0092,2024-09-25,5,5044.8,25224.0,SHIPPED,UPI,
ORD_000968,CUST_0357,PROD_0050,2024-12-21,3,9815.02,29445.06,cancelled,Credit Card,
ORD_000969,CUST_0342,PROD_0062,2024-09-25,3,9781.41,29344.23,cancelled,UPI,
ORD_000970,CUST_0262,PROD_0082,2024-06-20,5,4543.22,22716.1,PENDING,COD,
ORD_000971,CUST_0316,PROD_0098,2024-01-11,1,2401.8,2401.8,SHIPPED,Credit Card,
ORD_000972,CUST_0318,PROD_0011,2024-03-06,4,7595.73,30382.92,Delivered,Debit Card,Karnal
ORD_000973,CUST_0193,PROD_0027,2024-03-30,3,2098.92,6296.76,shipped,,
ORD_000974,CUST_0169,PROD_0018,11/14/2024,4,7417.63,29670.52,cancelled,,Sonipat
ORD_000975,CUST_0213,PROD_0083,6/14/2024,5,7937.62,39688.1,delivered,Credit Card,
ORD_000976,CUST_0106,PROD_0070,2024-08-09,3,3492.01,10476.03,shipped,,
ORD_000977,CUST_0196,PROD_0067,11/30/2024,2,6118.83,12237.66,Delivered,Net Banking,
ORD_000978,CUST_0252,PROD_0009,2024-09-02,1,738.71,738.71,delivered,,Udaipur
ORD_000979,CUST_0089,PROD_0076,2024-07-12,2,1342.05,2684.1,shipped,COD,Jalandhar
ORD_000980,CUST_0160,PROD_0022,2024-03-05,4,7276.39,29105.56,shipped,Net Banking,Bilaspur
ORD_000981,CUST_0147,PROD_0074,10/24/2024,5,2563.8,12819.0,shipped,Debit Card,Kolhapur
ORD_000982,CUST_0185,PROD_0051,1/12/2024,1,9514.03,9514.03,Delivered,Net Banking,Tadipatri
ORD_000983,CUST_0377,PROD_0056,2024-08-25,4,5101.4,20405.6,pending,UPI,Mysore
ORD_000984,CUST_0389,PROD_0039,2024-02-07,4,8554.02,34216.08,PENDING,,Dharmavaram
ORD_000985,CUST_0157,PROD_0059,2/21/2024,3,3865.46,11596.38,Cancelled,COD,
ORD_000986,CUST_0070,PROD_0092,7/22/2024,4,811.2,3244.8,shipped,Credit Card,Jhansi
ORD_000987,CUST_0257,PROD_0094,7/6/2024,1,226.06,226.06,pending,Net Banking,Rourkela
ORD_000988,CUST_0192,PROD_0050,8/25/2024,4,9706.88,38827.52,SHIPPED,,
ORD_000989,CUST_0020,PROD_0016,1/7/2024,1,4146.0,4146.0,Delivered,Credit Card,Jhansi
ORD_000990,CUST_0385,PROD_0093,4/10/2024,3,7734.58,23203.74,PENDING,,Maheshtala
ORD_000991,CUST_0334,PROD_0050,7/26/2024,3,6993.91,20981.73,shipped,Credit Card,Serampore
ORD_000992,CUST_0186,PROD_0081,2024-08-15,1,9221.54,9221.54,Delivered,Debit Card,
ORD_000993,CUST_0076,PROD_0033,2024-07-02,4,9447.23,37788.92,Delivered,UPI,Thoothukudi
ORD_000994,CUST_0470,PROD_0050,6/13/2024,1,6478.53,6478.53,DELIVERED,COD,Haldia
ORD_000995,CUST_0219,PROD_0033,4/5/2024,4,1740.65,6962.6,PENDING,COD,
ORD_000996,CUST_0376,PROD_0053,2024-01-16,4,5901.19,23604.76,DELIVERED,,
ORD_000997,CUST_0138,PROD_0096,2024-06-26,3,8159.86,24479.58,Cancelled,,Gurgaon
ORD_000998,CUST_0418,PROD_0063,2024-02-24,1,9870.55,9870.55,DELIVERED,UPI,
ORD_000999,CUST_0336,PROD_0037,10/27/2024,4,5296.12,21184.48,Delivered,Credit Card,Naihati
ORD_001000,CUST_0102,PROD_0063,2024-04-23,2,7069.07,14138.14,PENDING,UPI,Mango
ORD_001001,CUST_0096,PROD_0026,2024-02-03,5,8161.27,40806.35,Delivered,Credit Card,Haridwar
ORD_001002,CUST_0468,PROD_0080,2024-11-10,4,4462.23,17848.92,Delivered,UPI,Jodhpur
ORD_001003,CUST_0142,PROD_0009,3/29/2024,1,3838.51,3838.51,delivered,COD,Hapur
ORD_001004,CUST_0390,PROD_0013,2024-05-26,4,4902.42,19609.68,delivered,Debit Card,Ahmednagar
ORD_001005,CUST_0022,PROD_0013,2024-04-21,5,7912.15,39560.75,PENDING,UPI,Udupi
ORD_001006,CUST_0493,PROD_0098,12/29/2024,5,5247.73,26238.65,pending,Net Banking,Maheshtala
ORD_001007,CUST_0190,PROD_0088,8/1/2024,5,4350.59,21752.95,cancelled,Credit Card,Danapur
ORD_001008,CUST_0030,PROD_0046,6/13/2024,4,3845.51,15382.04,DELIVERED,UPI,Kochi
ORD_001009,CUST_0455,PROD_0018,2024-02-19,4,7278.68,29114.72,DELIVERED,COD,Raiganj
ORD_001010,CUST_0317,PROD_0088,2/16/2024,2,3746.46,7492.92,PENDING,Net Banking,
ORD_001011,CUST_0327,PROD_0042,2024-02-12,2,129.98,259.96,cancelled,UPI,
ORD_001012,CUST_0120,PROD_0078,4/3/2024,3,6810.5,20431.5,Cancelled,,
ORD_001013,CUST_0481,PROD_0061,2024-06-17,1,3547.51,3547.51,Cancelled,Debit Card,
ORD_001014,CUST_0446,PROD_0067,2024-12-27,2,7147.23,14294.46,Delivered,Net Banking,Panihati
ORD_001015,CUST_0281,PROD_0060,2024-09-26,3,8339.31,25017.93,pending,UPI,Sagar
ORD_001016,CUST_0109,PROD_0022,2024-08-20,5,2483.93,12419.65,DELIVERED,Net Banking,
ORD_001017,CUST_0476,PROD_0042,10/4/2024,1,1685.33,1685.33,SHIPPED,Credit Card,
ORD_001018,CUST_0488,PROD_0086,2024-06-18,3,6691.73,20075.19,Delivered,COD,
ORD_001019,CUST_0355,PROD_0043,2024-05-01,4,994.37,3977.48,DELIVERED,,Patiala
ORD_001020,CUST_0381,PROD_0095,5/26/2024,4,9109.65,36438.6,PENDING,Net Banking,Jaipur
ORD_001021,CUST_0149,PROD_0012,2024-11-19,2,2664.03,5328.06,DELIVERED,Debit Card,
ORD_001022,CUST_0382,PROD_0015,10/13/2024,5,9377.39,46886.95,Delivered,Debit Card,Jhansi
ORD_001023,CUST_0160,PROD_0008,2024-01-25,5,7394.49,36972.45,Cancelled,Net Banking,Thanjavur
ORD_001024,CUST_0479,PROD_0017,2024-09-13,3,7994.43,23983.29,DELIVERED,Net Banking,Amritsar
ORD_001025,CUST_0162,PROD_0019,4/29/2024,5,8537.38,42686.9,shipped,Net Banking,
ORD_001026,CUST_0146,PROD_0019,2024-04-22,4,1558.51,6234.04,cancelled,Debit Card,
ORD_001027,CUST_0435,PROD_0091,7/5/2024,1,2806.18,2806.18,shipped,Net Banking,Bellary
ORD_001028,CUST_0415,PROD_0043,2024-01-22,4,681.24,2724.96,shipped,,Gulbarga
ORD_001029,CUST_0398,PROD_0023,6/9/2024,1,9238.26,9238.26,Cancelled,Debit Card,
ORD_001030,CUST_0281,PROD_0051,4/10/2024,2,9910.53,19821.06,Cancelled,,Nellore
ORD_001031,CUST_0201,PROD_0010,8/4/2024,3,7600.37,22801.11,SHIPPED,,Nizamabad
ORD_001032,CUST_0068,PROD_0042,2024-04-14,5,3997.35,19986.75,SHIPPED,Net Banking,
ORD_001033,CUST_0227,PROD_0090,3/18/2024,2,5812.86,11625.72,SHIPPED,Credit Card,Karaikudi
ORD_001034,CUST_0101,PROD_0095,2024-10-28,2,8062.15,16124.3,cancelled,,
ORD_001035,CUST_0440,PROD_0019,8/1/2024,1,6814.35,6814.35,Cancelled,,Sirsa
ORD_001036,CUST_0499,PROD_0061,2024-05-23,1,1049.87,1049.87,delivered,UPI,
ORD_001037,CUST_0497,PROD_0020,7/6/2024,3,5973.58,17920.74,shipped,UPI,Bhusawal
ORD_001038,CUST_0155,PROD_0089,2024-11-18,2,4025.78,8051.56,Cancelled,,
ORD_001039,CUST_0443,PROD_0084,2/11/2024,1,7798.54,7798.54,SHIPPED,,
ORD_001040,CUST_0062,PROD_0015,2024-12-12,4,3735.5,14942.0,DELIVERED,Net Banking,
ORD_001041,CUST_0301,PROD_0074,1/6/2024,5,2325.86,11629.3,SHIPPED,,
ORD_001042,CUST_0093,PROD_0050,7/17/2024,1,7963.0,7963.0,Cancelled,Debit Card,
ORD_001043,CUST_0033,PROD_0092,2024-10-14,2,1083.47,2166.94,Cancelled,,Baranagar
ORD_001044,CUST_0275,PROD_0068,6/21/2024,4,5604.0,22416.0,DELIVERED,COD,
ORD_001045,CUST_0405,PROD_0084,2024-04-15,5,7165.12,35825.6,shipped,,Muzaffarnagar
ORD_001046,CUST_0356,PROD_0024,2024-11-04,2,8632.83,17265.66,PENDING,Net Banking,Hyderabad
ORD_001047,CUST_0295,PROD_0027,2024-09-23,1,486.52,486.52,DELIVERED,COD,Morena
ORD_001048,CUST_0064,PROD_0065,12/21/2024,1,936.64,936.64,cancelled,COD,Gurgaon
ORD_001049,CUST_0337,PROD_0001,2024-12-16,4,9772.32,39089.28,SHIPPED,UPI,
ORD_001050,CUST_0228,PROD_0018,11/15/2024,3,6624.66,19873.98,cancelled,COD,Haridwar
ORD_001051,CUST_0108,PROD_0089,2024-11-28,5,5427.27,27136.35,delivered,Credit Card,Mathura
ORD_001052,CUST_0439,PROD_0028,2024-03-18,2,1501.51,3003.02,PENDING,Credit Card,
ORD_001053,CUST_0374,PROD_0080,8/14/2024,3,2845.22,8535.66,DELIVERED,COD,Mahbubnagar
ORD_001054,CUST_0463,PROD_0021,10/31/2024,3,3878.64,11635.92,pending,UPI,Anantapuram
ORD_001055,CUST_0074,PROD_0069,2024-01-14,4,9406.97,37627.88,DELIVERED,,
ORD_001056,CUST_0357,PROD_0083,2024-04-04,3,9953.06,29859.18,cancelled,COD,
ORD_001057,CUST_0215,PROD_0020,11/12/2024,5,6087.95,30439.75,Cancelled,Net Banking,Nangloi Jat
ORD_001058,CUST_0139,PROD_0016,2024-08-25,5,2549.23,12746.15,PENDING,Net Banking,Tumkur
ORD_001059,CUST_0186,PROD_0043,10/16/2024,3,6436.76,19310.28,Delivered,Credit Card,Guntur
ORD_001060,CUST_0497,PROD_0029,9/6/2024,1,1068.67,1068.67,DELIVERED,UPI,Faridabad
ORD_001061,CUST_0157,PROD_0076,11/18/2024,5,7309.44,36547.2,DELIVERED,COD,Malegaon
ORD_001062,CUST_0283,PROD_0035,2024-08-03,5,8666.44,43332.2,delivered,Credit Card,Bareilly
ORD_001063,CUST_0413,PROD_0095,10/9/2024,4,1887.66,7550.64,pending,COD,Chennai
ORD_001064,CUST_0263,PROD_0092,2024-12-22,3,193.02,579.06,Delivered,Credit Card,Amroha
ORD_001065,CUST_0028,PROD_0093,11/4/2024,5,7379.68,36898.4,shipped,,
ORD_001066,CUST_0094,PROD_0057,11/28/2024,4,7096.19,28384.76,pending,COD,Sonipat
ORD_001067,CUST_0267,PROD_0092,2024-04-02,3,9529.9,28589.7,SHIPPED,,Jaipur
ORD_001068,CUST_0161,PROD_0012,2024-01-23,3,4123.5,12370.5,DELIVERED,,Panvel
ORD_001069,CUST_0030,PROD_0011,5/25/2024,1,1733.62,1733.62,PENDING,Net Banking,Malda
ORD_001070,CUST_0478,PROD_0094,2024-06-05,4,6801.63,27206.52,pending,Net Banking,
ORD_001071,CUST_0208,PROD_0002,2024-10-15,5,7008.03,35040.15,delivered,,Tiruchirappalli
ORD_001072,CUST_0126,PROD_0095,2024-09-18,5,7520.71,37603.55,pending,Credit Card,
ORD_001073,CUST_0090,PROD_0010,8/15/2024,5,9046.61,45233.05,Delivered,COD,Ranchi
ORD_001074,CUST_0195,PROD_0022,4/24/2024,1,4283.95,4283.95,DELIVERED,Debit Card,
ORD_001075,CUST_0436,PROD_0099,2024-02-15,2,8333.09,16666.18,SHIPPED,Debit Card,Pallavaram
ORD_001076,CUST_0002,PROD_0095,3/18/2024,3,2720.03,8160.09,shipped,Debit Card,
